,,,,,,,,
CONSEJO NACIONAL DE FIJACIÓN Y REVISIÓN DE PRECIOS DE MEDICAMENTOS DE USO Y CONSUMO HUMANO ,,,,,,,,
CONSOLIDADO DE PRECIOS TECHO ACTUALIZADO,,,,,,,,
,,,,,,,,
Resolución,Item,Sesión de Consejo,Principio Activo,Primer Nivel de Desagregación,Forma Farmacéutica,Concentración ,Presentación Comercial , Precio Techo (USD )  
Resolución 10 (Anexo A),1100,,LACOSAMIDA,SÓLIDO ORAL,SOR-01,100 mg,-,$2.4600
Resolución 10 (Anexo A),1101,,LACOSAMIDA,SÓLIDO ORAL,SOR-01,150 mg,-,$3.9200
Resolución 10 (Anexo A),1102,,LACOSAMIDA,SÓLIDO ORAL,SOR-01,200 mg,-,$4.7200
Resolución 10 (Anexo A),1103,,LACOSAMIDA,SÓLIDO ORAL,SOR-01,50 mg,-,$1.2400
Resolución 10 (Anexo A),1106,,LACTULOSA,LÍQUIDO ORAL,LOR-01,65%,-,$0.0450
Resolución 10 (Anexo A),1111,,LAGRIMAS ARTIFICIALES Y OTROS PREPARADOS INERTES (ÁCIDO POLIACRILICO),SEMISÓLIDO OFTÁLMICO,SSF-01,2%,-,$0.9540
Resolución 10 (Anexo A),1112,,LAGRIMAS ARTIFICIALES Y OTROS PREPARADOS INERTES (ALCOHOL POLIVINILICO),LÍQUIDO OFTÁLMICO,LOF-01,14 mg/ml,-,$0.2423
Resolución 10 (Anexo A),1113,,LAGRIMAS ARTIFICIALES Y OTROS PREPARADOS INERTES (DEXTRANO 70 + HIPROMELOSA/HIDROXIPROPILMETILCELULOSA),LÍQUIDO OFTÁLMICO,LOF-01,1 mg + 3 mg/ml,-,$0.2280
Resolución 10 (Anexo A),1116,,LAGRIMAS ARTIFICIALES Y OTROS PREPARADOS INERTES (HIPROMELOSA),SEMISÓLIDO OFTÁLMICO,SSF-01,0.3%,-,$0.9740
Resolución 10 (Anexo A),1118,,LAGRIMAS ARTIFICIALES Y OTROS PREPARADOS INERTES (POVIDONA/POLIVIDONA),LÍQUIDO OFTÁLMICO,LOF-01,50 mg/ml,-,$0.8860
Resolución 10 (Anexo A),1120,,LAMIVUDINA,SÓLIDO ORAL,SOR-01,150 mg,-,$0.8500
Resolución 10 (Anexo A),1119,,LAMIVUDINA,LÍQUIDO ORAL,LOR-01,50 mg/5 ml,-,$3.1755
Resolución 10 (Anexo A),1121,,LAMIVUDINA + ABACAVIR,SÓLIDO ORAL,SOR-01,300 mg + 600 mg,-,$9.6000
Resolución 10 (Anexo A),1122,,LAMOTRIGINA,SÓLIDO ORAL,SOR-01,100 mg,-,$0.8800
Resolución 10 (Anexo A),1123,,LAMOTRIGINA,SÓLIDO ORAL,SOR-03,100 mg,-,$0.9200
Resolución 10 (Anexo A),1124,,LAMOTRIGINA,SÓLIDO ORAL,SOR-02,100 mg,-,$1.0200
Resolución 10 (Anexo A),1126,,LAMOTRIGINA,SÓLIDO ORAL,SOR-01,25 mg,-,$0.2200
Resolución 10 (Anexo A),1127,,LAMOTRIGINA,SÓLIDO ORAL,SOR-03,25 mg,-,$0.2400
Resolución 10 (Anexo A),1128,,LAMOTRIGINA,SÓLIDO ORAL,SOR-01,50 mg,-,$0.4200
Resolución 10 (Anexo A),1129,,LAMOTRIGINA,SÓLIDO ORAL,SOR-03,50 mg,-,$0.4100
Resolución 10 (Anexo A),1130,,LAMOTRIGINA,SÓLIDO ORAL,SOR-02,50 mg,-,$0.5300
Resolución 10 (Anexo A),1131,,LANATOSIDO C,LÍQUIDO PARENTERAL,LPA-02,"0,4 mg",-,$12.3900
Resolución 10 (Anexo A),1139,,LAPATINIB,SÓLIDO ORAL,SOR-01,250 mg,-,$26.0100
Medicamentos nuevos Consolidados,94,641,LARONIDASA,LÍQUIDO PARENTERAL,LPA-02,"0,58 mg /ml", -,$128.8100
Resolución 10 (Anexo A),1140,,LATANOPROST,LÍQUIDO OFTÁLMICO,LOF-01,"0,005% (0,05mg/ml)",-,$8.3400
Resolución 10 (Anexo A),1142,,LEFLUNOMIDA,SÓLIDO ORAL,SOR-01,20 mg,-,$3.8200
Resolución 10 (Anexo A),1143,,LENALIDOMIDA,SÓLIDO ORAL,SOR-01,15 mg,-,$647.5500
STFP-008-684-2018,,684,LENALIDOMIDA,SÓLIDO ORAL,SOR-01,5 mg,-,$406.8994
STFP-009-684-2018,,684,LENALIDOMIDA,SÓLIDO ORAL,SOR-01,10 mg,-,$426.3776
STFP-010-684-2018,,684,LENALIDOMIDA,SÓLIDO ORAL,SOR-01,25 mg,-,$469.6549
STFP-002-709-2021,,709,LENVATINIB,SÓLIDO ORAL,SOR-01,4 mg,-,$42.0763
STFP-003-709-2021,,709,LENVATINIB,SÓLIDO ORAL,SOR-01,10 mg,-,$51.7465
STFP-002-754-2024,,754,LERCANIDIPINA,SÓLIDO ORAL,SOR-01,10 mg,,$0.6394
STFP-003-754-2024,,754,LERCANIDIPINA,SÓLIDO ORAL,SOR-01,20 mg,,$0.8000
Resolución 10 (Anexo A),1144,,LETROZOL,SÓLIDO ORAL,SOR-01,"2,5 mg",-,$4.9400
Resolución 10 (Anexo A),1146,,LEUPROLIDE,SÓLIDO PARENTERAL,SPA-04,"11,25 mg",-,$410.3600
Resolución 10 (Anexo A),1147,,LEUPROLIDE,SÓLIDO PARENTERAL,POLVO PARA INYECCIÓN / JERINGA PRELLENADA,"11,25 mg",-,$561.2600
Resolución 10 (Anexo A),1148,,LEUPROLIDE,SÓLIDO PARENTERAL,SPA-04,"3,75 mg",-,$255.7200
Resolución 10 (Anexo A),1149,,LEUPROLIDE,SÓLIDO PARENTERAL,SPA-04,"7,5 mg",-,$214.7400
Resolución 10 (Anexo A),1150,,LEUPROLIDE,LÍQUIDO PARENTERAL,SOLUCIÓN INYECTABLE / JERINGA PRELLENADA,"7,5 mg",-,$365.2600
STFP-001-757-2024,,757,LEUPROLIDE (LEUPRORELINA),SÓLIDO PARENTERAL,SPA-04,"22,5 mg",,$569.3739
Resolución 10 (Anexo A),1157,,LEVETIRACETAM,SÓLIDO ORAL,SOR-01,1 g,-,$2.0314
Resolución 10 (Anexo A),1160,,LEVETIRACETAM,SÓLIDO ORAL,SOR-01,500 mg,-,$1.1300
Medicamentos nuevos Consolidados,95,641,LEVETIRACETAM,LÍQUIDO PARENTERAL,LPA-02,100 mg/ml, -,$2.4200
Resolución 10 (Anexo A),1151,,LEVETIRACETAM,LÍQUIDO ORAL,LOR-01,100 mg/ml, -,$0.1887
Resolución 10 (Anexo A),1167,,LEVODOPA + CARBIDOPA,SÓLIDO ORAL,SOR-01,250 mg + 25 mg,-,$0.5000
Resolución 10 (Anexo A),1170,,LEVOFLOXACINA,SÓLIDO ORAL,SOR-01,500 mg,-,$1.5100
Resolución 10 (Anexo A),1168,,LEVOFLOXACINA,LÍQUIDO PARENTERAL,LPA-02,5 mg/ml,-,$0.1239
Resolución 10 (Anexo A),1173,,LEVOMEPROMAZINA,SÓLIDO ORAL,SOR-01,100 mg,-,$0.3400
Resolución 10 (Anexo A),1174,,LEVOMEPROMAZINA,SÓLIDO ORAL,SOR-01,25 mg,-,$0.1400
Resolución 10 (Anexo A),1171,,LEVOMEPROMAZINA,LÍQUIDO ORAL,LOR-01,40 mg/ml,-,$0.6617
Resolución 10 (Anexo A),1172,,LEVOMEPROMAZINA,LÍQUIDO PARENTERAL,LPA-02,25 mg / mL,-,$5.2400
STFP-016-684-2018,,684,LEVONORGESTREL,SISTEMA INTRAUTERINO, - ,52 mg, -,$198.3900
Anticonceptivo,17,671,LEVONORGESTREL,SÓLIDO SUBDERMICO,IMPLANTES SUBDERMICOS,150 mg ( 2 varillas de 75mg),2 Implantes,$99.3800
Anticonceptivo,18,671,LEVONORGESTREL,SÓLIDO ORAL,SOR-01,"1,50 mg",blister x 1 comprimido,$7.9400
Anticonceptivo,16,671,LEVONORGESTREL,SÓLIDO ORAL,SOR-01,"0,75 mg",blister x 2 comprimidos,$9.0800
Anticonceptivo,19,671,LEVONORGESTREL,SÓLIDO ORAL,SOR-01,"0,03 mg",blister x 35 comprimidos,$4.0300
Resolución 10 (Anexo A),1181,,LEVONORGESTREL + ETINILESTRADIOL,SÓLIDO ORAL,SOR-01,150 mcg + 30 mcg,-,$0.1200
Anticonceptivo,22,672,LEVONORGESTREL + ETINILESTRADIOL,SÓLIDO ORAL,SOR-01,"0,15 mg+
0,03 mg",blister x 21 comprimidos,$3.2400
Resolución 10 (Anexo A),1180,,LEVONORGESTREL + ETINILESTRADIOL,SÓLIDO ORAL,SOR-01,150 mcg + 30 mcg,blister x 21 unidades,$7.5900
Anticonceptivo,21,672,LEVONORGESTREL + ETINILESTRADIOL,SÓLIDO ORAL,SOR-01,"0,15 mg+
0.03 mg",blister x 28 comprimidos,$3.2900
Resolución 10 (Anexo A),1186,,LEVOSIMENDAN,LÍQUIDO PARENTERAL,LPA-02,"2,5mg / mL",-,$188.3720
Resolución 10 (Anexo A),1188,,LEVOSULPIRIDA,SÓLIDO ORAL,SOR-01,25 mg,-,$1.2700
Resolución 10 (Anexo A),1187,,LEVOSULPIRIDA,LÍQUIDO ORAL,LOR-01,25 mg/ml,-,$7.8400
STFP-001-711-2022,,711,LEVOTIROXINA,SÓLIDO ORAL,SOR-01,175 mcg,-,$0.1900
STFP-002-711-2022,,711,LEVOTIROXINA,SÓLIDO ORAL,SOR-01,200 mcg,-,$0.2100
STFP-01-693-2020,,693,LEVOTIROXINA SÓDICA, SÓLIDO ORAL ,SOR-01, 25 mcg ,-,$0.0804
Resolución 10 (Anexo A),1189,,LEVOTIROXINA SÓDICA,SÓLIDO ORAL,SOR-01,50 mcg,-,$0.0881
Resolución 10 (Anexo A),1190,,LEVOTIROXINA SÓDICA,SÓLIDO ORAL,SOR-01,75 mcg,-,$0.0931
Resolución 10 (Anexo A),1191,,LEVOTIROXINA SÓDICA,SÓLIDO ORAL,SOR-01,88 mcg,-,$0.1008
Resolución 10 (Anexo A),1192,,LEVOTIROXINA SÓDICA,SÓLIDO ORAL,SOR-01,"0,100 mg (100 mcg)",-,$0.1031
Resolución 10 (Anexo A),1193,,LEVOTIROXINA SÓDICA,SÓLIDO ORAL,SOR-01,112 mcg,-,$0.1220
Resolución 10 (Anexo A),1194,,LEVOTIROXINA SÓDICA,SÓLIDO ORAL,SOR-01,125 mcg,-,$0.1245
Resolución 10 (Anexo A),1195,,LEVOTIROXINA SÓDICA,SÓLIDO ORAL,SOR-01,"0,150 mg (150 mcg)",-,$0.2021
STFP-002-762-2025,,762,LEVOTIROXINA SÓDICA,SÓLIDO ORAL,SOR-01,137 mcg,-,$0.1500
Resolución 10 (Anexo A),1196,,LIDOCAÍNA,LÍQUIDO CUTÁNEO,LCU-01,10%,50 g,$18.1100
Resolución 10 (Anexo A),1197,,LIDOCAÍNA,LÍQUIDO CUTÁNEO,LCU-01,10%,80 g,$14.7600
STFP-004-742-2024,,742,LIDOCAÍNA,SEMISÓLIDO CUTÁNEO,SSC-01,2%,-,$0.1370
STFP-001-745-2024,,745,LIDOCAÍNA,SEMISÓLIDO CUTÁNEO,SSC-01,5%,-,$0.2180
STFP-007-746-2024,,746,LIDOCAÍNA,SÓLIDO CUTÁNEO,SCU-01,5%,-,$3.4591
Resolución 10 (Anexo A),1198,,LIDOCAÍNA (SIN EPINEFRINA),LÍQUIDO PARENTERAL,LPA-02,2%,10 ml ,$1.4100
Resolución 10 (Anexo A),1199,,LIDOCAÍNA (SIN EPINEFRINA),LÍQUIDO PARENTERAL,LPA-02,2%,20 ml ,$2.3700
Resolución 10 (Anexo A),1200,,LIDOCAÍNA (SIN EPINEFRINA),LÍQUIDO PARENTERAL,LPA-02,2%,50 ml ,$3.6000
STFP-012-720-2022,,720,LIDOCAÍNA + EPINEFRINA,LÍQUIDO PARENTERAL,LPA-02,"(20 mg + 12,5 ug)/ml
2% + 1:80000",-,$0.3881
Resolución 10 (Anexo A),1202,,LIDOCAÍNA CON EPINEFRINA,LÍQUIDO PARENTERAL,LPA-02,(20 mg + 5 mcg)/ml (2% + 1 : 200000), -,$0.0750
Resolución 10 (Anexo A),1206,,LINAGLIPTINA,SÓLIDO ORAL,SOR-01,5 mg,-,$2.0100
Resolución 10 (Anexo A),1212,,LINEZOLIDA,SÓLIDO ORAL,SOR-01,600 mg,-,$58.7900
Resolución 10 (Anexo A),1211,,LINEZOLIDA,LÍQUIDO PARENTERAL,LPA-02,2 mg/ ml, -,$0.1173
STFP-001-775-2026,,775,LISDEXANFETAMINA,SÓLIDO ORAL,SOR-01,30 mg,-,$1.8927
STFP-002-775-2026,,775,LISDEXANFETAMINA,SÓLIDO ORAL,SOR-01,50 mg,-,$2.2308
STFP-003-775-2026,,775,LISDEXANFETAMINA,SÓLIDO ORAL,SOR-01,70 mg,-,$2.3654
Resolución 10 (Anexo A),1214,,LISINOPRIL,SÓLIDO ORAL,SOR-01,10 mg,-,$0.2000
Resolución 10 (Anexo A),1215,,LISINOPRIL,SÓLIDO ORAL,SOR-01,20 mg,-,$0.3100
Resolución 10 (Anexo A),1216,,LISINOPRIL,SÓLIDO ORAL,SOR-01,5 mg,-,$0.1000
Resolución 10 (Anexo A),1217,,"LITIO, CARBONATO",SÓLIDO ORAL,SOR-01,300 mg,-,$0.1300
Resolución 10 (Anexo A),1218,,LOPERAMIDA,SÓLIDO ORAL,SOR-01,2 mg,-,$0.0500
Resolución 10 (Anexo A),1221,,LOPINAVIR + RITONAVIR,SÓLIDO ORAL,SOR-01,200 mg + 50 mg,-,$2.1000
Resolución 10 (Anexo A),1219,,LOPINAVIR + RITONAVIR,LÍQUIDO ORAL,LOR-01,80 mg + 20 mg/ml,-,$1.0511
Resolución 10 (Anexo A),1225,,LORATADINA,SÓLIDO ORAL,SOR-01,10 mg,-,$0.1400
Resolución 10 (Anexo A),1223,,LORATADINA,LÍQUIDO ORAL,LOR-01,5 mg/5 ml,100 ml ,$5.1200
Resolución 10 (Anexo A),1224,,LORATADINA,LÍQUIDO ORAL,LOR-01,5 mg/5 ml,120 ml ,$5.5300
Resolución 10 (Anexo A),1222,,LORATADINA,LÍQUIDO ORAL,LOR-01,5 mg/5 ml,60 ml ,$3.5200
Resolución 10 (Anexo A),1226,,LORAZEPAM,SÓLIDO ORAL,SOR-01,1 mg,-,$0.2400
Resolución 10 (Anexo A),1227,,LORAZEPAM,SÓLIDO ORAL,SOR-01,2 mg,-,$0.4500
STFP-001-727-2023,,727,LORLATINIB,SÓLIDO ORAL,SOR-01,25 mg,-,$38.3764
STFP-002-727-2023,,727,LORLATINIB,SÓLIDO ORAL,SOR-01,100 mg,-,$135.0712
Resolución 10 (Anexo A),1228,,LOSARTÁN,SÓLIDO ORAL,SOR-01,100 mg,-,$0.8200
Resolución 10 (Anexo A),1229,,LOSARTÁN,SÓLIDO ORAL,SOR-01,50 mg,-,$0.3800
Resolución 16-2017,71,673,LOSARTÁN + HIDROCLOROTIAZIDA,SÓLIDO ORAL,SOR-01,"100,00 mg + 25,00 mg",-,$1.3150
Resolución 16-2017,72,673,LOSARTÁN + HIDROCLOROTIAZIDA,SÓLIDO ORAL,SOR-01,"50 mg + 12,50 mg",-,$0.6350
STFP-06-689-2019,,689,LOSARTÁN + HIDROCLOROTIAZIDA ,SÓLIDO ORAL,SOR-01,100 mg + 12.5 mg,-,$1.1100
Resolución 10 (Anexo A),1230,,LOTEPREDNOL,LÍQUIDO OFTÁLMICO,SUSPENSIÓN OFTÁLMICA,0.005,5 ml ,$7.4200
Resolución 10 (Anexo A),1231,,LOVASTATINA,SÓLIDO ORAL,SOR-01,10 mg,-,$1.1500
Resolución 10 (Anexo A),1232,,LOVASTATINA,SÓLIDO ORAL,SOR-01,20 mg,-,$0.3000
STFP-002-712-2022,,712,LURASIDONA,SÓLIDO ORAL,SOR-01,40 mg,-,$1.8000
STFP-003-712-2022,,712,LURASIDONA,SÓLIDO ORAL,SOR-01,80 mg,-,$2.5200
STFP-003-725-2023,,725,LURASIDONA,SÓLIDO ORAL,SOR-01,20 mg,-,$1.2500
STFP-004-725-2023,,725,LURASIDONA,SÓLIDO ORAL,SOR-01,60 mg,-,$2.1600
STFP-001-732-2023,,732,MACITENTAN,SÓLIDO ORAL,SOR-01,10 mg,-,$65.3806
Resolución 10 (Anexo A),1235,,MAGALDRATO CON SIMETICONA,LÍQUIDO ORAL,LOR-01,ND,150 ml ,$4.1300
Resolución 10 (Anexo A),1236,,MAGALDRATO CON SIMETICONA,LÍQUIDO ORAL,LOR-01,ND,180 ml,$4.9500
Resolución 10 (Anexo A),1237,,MAGALDRATO CON SIMETICONA,LÍQUIDO ORAL,LOR-01,ND,200 ml ,$5.5000
Resolución 10 (Anexo A),1234,,MAGALDRATO CON SIMETICONA,LÍQUIDO ORAL,GEL,ND,250 ml ,$6.8800
Resolución 10 (Anexo A),1238,,MANITOL,LÍQUIDO PARENTERAL,LPA-02,20%,500 ml ,$4.5000
Resolución 10 (Anexo A),1239,,MARAVIROC,SÓLIDO ORAL,SOR-01,150 mg,-,$27.7000
Resolución 10 (Anexo A),1240,,MARAVIROC,SÓLIDO ORAL,SOR-01,300 mg,-,$27.7000
STFP-08-685-2018,,685,MECASERMINA,LÍQUIDO PARENTERAL,LPA-01,10 mg/ml, -,$135.3896
Resolución 10 (Anexo A),1247,,MEDROXIPROGESTERONA,LÍQUIDO PARENTERAL,LPA-02,150 mg,JERINGA PRELLENADA,$11.4500
Resolución 10 (Anexo A),1250,,MEDROXIPROGESTERONA + ESTROGENOS EQUINOS CONJUGADOS,SÓLIDO ORAL,SOR-01,"2,5 mg + 0,625 mg",-,$0.3000
Resolución 10 (Anexo A),1255,,MEFLOQUINA,SÓLIDO ORAL,SOR-01,250 mg,-,$2.6400
Resolución 10 (Anexo A),1256,,MEGLUMINA ANTIMONATO,LÍQUIDO PARENTERAL,LPA-02,300 mg / mL,-,$4.8200
Resolución 10 (Anexo A),1257,,MELFALAN,SÓLIDO ORAL,SOR-01,2 mg,-,$1.3500
STFP-012-715-2022,,715,MELFALÁN,SÓLIDO PARENTERAL,SPA-04,50 mg,-,$239.9952
Resolución 16-2017,13,669,MELOXICAM,SÓLIDO ORAL,SOR-01,"7,5 mg",-,$0.4200
Resolución 16-2017,44,669,MELOXICAM,SÓLIDO ORAL,SOR-01,15 mg,-,$0.7750
Resolución 16-2017,45,669,MELOXICAM,LÍQUIDO PARENTERAL,LPA-02,"15 mg/1,5ml",-,$3.2850
STFP-01-693-2020,,693,MELOXICAM, SÓLIDO ORAL , SOR-03 , 15 mg , - ,$0.7721
STFP-004-762-2025,,762,MELOXICAM,SÓLIDO ORAL,SOR-05,15 mg,Sobre,$0.9649
STFP-004-716-2022,,716,MEMANTINA,SÓLIDO ORAL,SOR-01,10 mg,-,$1.6800
STFP-005-716-2022,,716,MEMANTINA,SÓLIDO ORAL,SOR-01,20 mg,-,$3.0000
STFP-006-716-2022,,716,MEMANTINA,LÍQUIDO ORAL,LOR-01,10 mg/ml,-,$1.5638
STFP-001-744-2024,,744,MEMANTINA,SÓLIDO ORAL,SOR-02,28 mg,-,$3.0000
STFP-002-744-2024,,744,MEMANTINA,SÓLIDO ORAL,SOR-02,14 mg,-,$1.6800
STFP-003-733-2023,,733,MEMANTINA + DONEPEZILO,SÓLIDO ORAL,SOR-02,14 mg + 10 mg,-,$3.2600
STFP-004-733-2023,,733,MEMANTINA + DONEPEZILO,SÓLIDO ORAL,SOR-02,28 mg + 10 mg,-,$3.8300
Resolución 10 (Anexo A),1258,,MERCAPTOPURINA,SÓLIDO ORAL,SOR-01,50 mg,-,$0.9400
Resolución 10 (Anexo A),1259,,MEROPENEM,SÓLIDO PARENTERAL,SPA-04,1 g,-,$44.5200
Resolución 10 (Anexo A),1260,,MEROPENEM,SÓLIDO PARENTERAL,SPA-04,500 mg,-,$19.3200
Medicamentos nuevos Consolidados,57,654,MESALAZINA,SÓLIDO ORAL,SOR-04,1000 mg,-,$5.1900
STFP-01-693-2020,,693,MESALAZINA, SÓLIDO ORAL ,SOR-02, 500 mg ,-,$1.0994
Resolución 10 (Anexo A),1261,,MESNA,LÍQUIDO PARENTERAL,LPA-02,100 mg / mL,-,$0.7975
STFP-003-748-2024,,748,METADONA,SÓLIDO ORAL,SOR-01,10 mg,-,$3.7700
Resolución 10 (Anexo A),1263,,METFORMINA,SÓLIDO ORAL,SOR-01,1 g,-,$0.3800
Resolución 10 (Anexo A),1264,,METFORMINA,SÓLIDO ORAL,SOR-01,500 mg,-,$0.2500
Resolución 10 (Anexo A),1265,,METFORMINA,SÓLIDO ORAL,SOR-02,500 mg,-,$0.5200
Resolución 10 (Anexo A),1266,,METFORMINA,SÓLIDO ORAL,SOR-02,750 mg,-,$0.7000
Resolución 10 (Anexo A),1267,,METFORMINA,SÓLIDO ORAL,SOR-01,850 mg,-,$0.2700
Resolución 10 (Anexo A),1268,,METFORMINA,SÓLIDO ORAL,SOR-02,850 mg,-,$0.4100
STFP-004-719-2022,,719,METFORMINA,SÓLIDO ORAL,SOR-01,750 mg,-,$0.6600
Medicamentos nuevos Consolidados,81,657,METFORMINA ,SÓLIDO ORAL,SOR-02,1000 mg,-,$1.0000
STFP-006-738-2023,,738,METFORMINA + DAPAGLIFOZINA,SÓLIDO ORAL,SOR-02,1000 mg + 5 mg,-,$0.7839
STFP-007-738-2023,,738,METFORMINA + DAPAGLIFOZINA,SÓLIDO ORAL,SOR-02,1000 mg + 10 mg,-,$1.5368
Resolución 10 (Anexo A),1269,,METFORMINA + GLIBENCLAMIDA,SÓLIDO ORAL,SOR-01,"250 mg + 1,25 mg",-,$0.2100
Resolución 10 (Anexo A),1270,,METFORMINA + GLIBENCLAMIDA,SÓLIDO ORAL,SOR-01,500 mg + 5 mg,-,$0.2900
Resolución 10 (Anexo A),1271,,METFORMINA + GLIBENCLAMIDA,SÓLIDO ORAL,SOR-01,"500 mg + 2,5 mg",-,$0.3100
STFP-001-759-2024,,759,METFORMINA + GLIMEPIRIDA,SÓLIDO ORAL,SOR-01,500 mg + 2 mg ,-,$0.4900
Medicamentos nuevos Consolidados,55,639,METFORMINA + GLIMEPIRIDA,SÓLIDO ORAL,SOR-02,850 mg + 4 mg ,-,$0.9700
Medicamentos nuevos Consolidados,56,639,METFORMINA + GLIMEPIRIDA,SÓLIDO ORAL,SOR-02,850 mg + 2 mg,-,$0.5700
STFP-020-703-2021,,703,METFORMINA + GLIMEPIRIDA,SÓLIDO ORAL,SOR-01,1000 mg + 2 mg,-,$0.5675
STFP-021-703-2021,,703,METFORMINA + GLIMEPIRIDA,SÓLIDO ORAL,SOR-01,1000 mg + 4 mg,-,$0.9700
STFP-006-718-2022,,718,METFORMINA + LINAGLIPTINA,SÓLIDO ORAL,SOR-01,"850 mg + 2,5 mg",-,$1.1300
STFP-007-718-2022,,718,METFORMINA + LINAGLIPTINA,SÓLIDO ORAL,SOR-01,"500 mg + 2,5 mg",-,$1.1300
STFP-008-718-2022,,718,METFORMINA + LINAGLIPTINA,SÓLIDO ORAL,SOR-01,"1000 mg + 2,5 mg",-,$1.1300
STFP-003-735-2023,,735,METFORMINA + VILDAGLIPTINA,SÓLIDO ORAL,SOR-01,850 mg + 50 mg,-,$1.0600
STFP-004-735-2023,,735,METFORMINA + VILDAGLIPTINA,SÓLIDO ORAL,SOR-01,500 mg + 50 mg,-,$1.0300
STFP-008-752-2024,,752,METFORMINA + VILDAGLIPTINA,SÓLIDO ORAL,SOR-01,1000 mg + 50 mg,-,$0.9394
Resolución 10 (Anexo A),1272,,METILDIGOXINA,SÓLIDO ORAL,SOR-01,"0,1 mg",-,$0.0300
Resolución 10 (Anexo A),1273,,METILDOPA (LEVOGIRA),SÓLIDO ORAL,SOR-01,250 mg,-,$0.1100
Resolución 10 (Anexo A),1274,,METILDOPA (LEVOGIRA),SÓLIDO ORAL,SOR-01,500 mg,-,$0.2500
Resolución 10 (Anexo A),1275,,METILERGOMETRINA,SÓLIDO ORAL,SOR-01,"0,125 mg",-,$0.3600
Resolución 10 (Anexo A),1276,,METILERGOMETRINA,LÍQUIDO PARENTERAL,LPA-02,"0,2 mg/ml",-,$0.7800
STFP-006-771-2025,,771,METILPREDNISOLONA,SÓLIDO ORAL,SOR-01,4 mg,-,$0.4040
STFP-007-771-2025,,771,METILPREDNISOLONA,SÓLIDO ORAL,SOR-01,16 mg,-,$1.2483
Resolución 10 (Anexo A),1278,,"METILPREDNISOLONA, ACETATO",LÍQUIDO PARENTERAL,LPA-02,40 mg / mL,-,$6.8100
Resolución 10 (Anexo A),1279,,"METILPREDNISOLONA, ACETATO",LÍQUIDO PARENTERAL,LPA-02,80 mg / mL,-,$10.3700
Resolución 10 (Anexo A),1280,,"METILPREDNISOLONA, SUCCINATO",SÓLIDO PARENTERAL,SPA-04,125 mg,-,$10.3300
Resolución 10 (Anexo A),1281,,"METILPREDNISOLONA, SUCCINATO",SÓLIDO PARENTERAL,SPA-04,500 mg,-,$26.8500
Resolución 10 (Anexo A),1282,,METIMAZOL,SÓLIDO ORAL,SOR-01,5 mg,-,$0.1300
Resolución 10 (Anexo A),1287,,METOCLOPRAMIDA,SÓLIDO ORAL,SOR-01,10 mg,-,$0.0729
Resolución 10 (Anexo A),1286,,METOCLOPRAMIDA,LÍQUIDO PARENTERAL,LPA-02,5 mg / mL,-,$0.2350
Resolución 10 (Anexo A),1288,,METOPROLOL,SÓLIDO ORAL,SOR-01,100 mg,-,$0.4100
Resolución 10 (Anexo A),1289,,METOPROLOL,SÓLIDO ORAL,SOR-01,50 mg,-,$0.2300
Resolución 10 (Anexo A),1293,,METOTREXATO,SÓLIDO ORAL,SOR-01,"2,5 mg",-,$0.1700
Resolución 10 (Anexo A),1290,,METOTREXATO,SÓLIDO PARENTERAL,SPA-04,500 mg,-,$32.8900
Resolución 10 (Anexo A),1291,,METOTREXATO,LÍQUIDO PARENTERAL,LPA-02,25 mg / mL,-,$1.6670
STFP-009-738-2023,,738,METOTREXATO,LÍQUIDO PARENTERAL,LPA-02,50 mg/ml,-,$2.5183
Resolución 10 (Anexo A),1296,,METRONIDAZOL,SÓLIDO ORAL,SOR-01,500 mg,-,$0.1200
Resolución 10 (Anexo A),1301,,METRONIDAZOL,SÓLIDO ORAL,SOR-01,250 mg,-,$0.1400
Resolución 10 (Anexo A),1294,,METRONIDAZOL,SÓLIDO VAGINAL,SVA-01,500 mg,-,$0.4700
Resolución 10 (Anexo A),1295,,METRONIDAZOL,LÍQUIDO PARENTERAL,LPA-02,5 mg/ml,-,$0.0509
Resolución 10 (Anexo A),1298,,METRONIDAZOL,LÍQUIDO ORAL,LOR-04,125 mg/5 ml,-,$0.1110
Resolución 10 (Anexo A),1300,,METRONIDAZOL,LÍQUIDO ORAL,LOR-04,250 mg/5 ml,-,$0.1239
STFP-003-743-2024,,743,METRONIDAZOL,SÓLIDO VAGINAL,SVA-01,1000 mg,-,$0.9696
Medicamentos nuevos Consolidados,58,639,MICAFUNGINA SÓDICA,SÓLIDO PARENTERAL,SPA-04,50 mg , -,$250.0000
Medicamentos nuevos Consolidados,59,639,MICAFUNGINA SÓDICA,SÓLIDO PARENTERAL,SPA-04,100 mg , -,$459.4100
Resolución 10 (Anexo A),1302,,MICOFENOLATO,SÓLIDO ORAL,SOR-01,250 mg,-,$2.0600
Resolución 10 (Anexo A),1304,,MICOFENOLATO,SÓLIDO ORAL,SOR-01,180 mg,-,$1.6600
Resolución 10 (Anexo A),1305,,MICOFENOLATO,SÓLIDO ORAL,SOR-01,500 mg,-,$4.4200
Resolución 10 (Anexo A),1307,,MICOFENOLATO,SÓLIDO ORAL,SOR-02,360 mg,-,$2.5900
STFP-014-715-2022,,715,MICOFENOLATO,SÓLIDO ORAL,SOR-02,180 mg,-,$1.1600
